old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-13.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-13.webp,1140498,106724,1033774,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-14.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-14.webp,1396898,143708,1253190,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-15.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-15.webp,1456696,156926,1299770,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-16.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-16.webp,1334543,134300,1200243,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-17.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-17.webp,1318277,132166,1186111,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-18.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-18.webp,1284432,129116,1155316,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-19.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-19.webp,1267536,126064,1141472,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-20.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-20.webp,1431128,145454,1285674,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-21.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-21.webp,1531274,150612,1380662,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-22.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-22.webp,1369284,116964,1252320,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-23.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-23.webp,1436633,135714,1300919,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-24.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-24.webp,1419192,130116,1289076,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-25.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-25.webp,1471246,150880,1320366,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-26.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-26.webp,1603145,172760,1430385,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-27.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-27.webp,1525727,157068,1368659,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-28.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-28.webp,1442365,152130,1290235,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/session-32-blockhouse-assault-29.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/session-32-blockhouse-assault-29.webp,2840843,212048,2628795,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-01.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-01.webp,1309125,109908,1199217,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-02.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-02.webp,1438835,132580,1306255,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-03.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-03.webp,1543024,150470,1392554,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-04.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-04.webp,1495370,149218,1346152,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-05.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-05.webp,970648,112446,858202,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-06.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-06.webp,1564089,161232,1402857,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-07.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-07.webp,1883901,228710,1655191,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-08.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-08.webp,1120689,143504,977185,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-09.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-09.webp,1581330,166346,1414984,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-10.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-10.webp,1390862,134090,1256772,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-12.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-12.webp,1357010,126950,1230060,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-13.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-13.webp,1621528,175996,1445532,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-14.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/Session 33-14.webp,3188876,270146,2918730,converted,
assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/session-33-blockhouse-assault-cracking-the-fortress-15.png,assets/world-anvil/screenshots/Session 33 - Blockhouse Assault Cracking the Fortress/session-33-blockhouse-assault-cracking-the-fortress-15.webp,2983231,239548,2743683,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-01.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-01.webp,1878368,233872,1644496,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-02.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-02.webp,1853196,228472,1624724,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-03.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-03.webp,1673829,188832,1484997,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-04.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-04.webp,1263888,109232,1154656,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-05.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-05.webp,1163258,100310,1062948,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-06.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-06.webp,953480,73590,879890,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-07.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-07.webp,1129709,93730,1035979,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-08.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-08.webp,1169334,98820,1070514,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-09.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-09.webp,861832,63970,797862,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-10.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/Session 34-10.webp,977189,72952,904237,converted,
assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/session-34-into-the-valley-of-death-11.png,assets/world-anvil/screenshots/Session 34 - Into the Valley of Death/session-34-into-the-valley-of-death-11.webp,3390293,300208,3090085,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-01.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-01.webp,1003147,126712,876435,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-02.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-02.webp,1789955,206942,1583013,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-03.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-03.webp,1488890,152498,1336392,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-04.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-04.webp,1464031,167864,1296167,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-05.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-05.webp,1590302,174116,1416186,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-06.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-06.webp,1471174,159706,1311468,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-07.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-07.webp,1586850,166164,1420686,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-08.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-08.webp,1329087,132168,1196919,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-09.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-09.webp,1380033,133978,1246055,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-10.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-10.webp,1335790,135386,1200404,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-11.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-11.webp,1407108,145194,1261914,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-12.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-12.webp,1728922,204164,1524758,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-13.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-13.webp,1645033,197376,1447657,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-14.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-14.webp,1499477,160292,1339185,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-15.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-15.webp,1510212,163362,1346850,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-16.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-16.webp,3124856,309812,2815044,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-17.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/Session 35-17.webp,2984425,273782,2710643,converted,
assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/session-35-into-vordakai-s-tomb-17.png,assets/world-anvil/screenshots/Session 35 - Into Vordakai S Tomb/session-35-into-vordakai-s-tomb-17.webp,2782638,215294,2567344,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Ant and the Eye.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Ant and the Eye.webp,3111845,59604,3052241,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Dragonflies.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Dragonflies.webp,2924563,167554,2757009,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-01.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-01.webp,1430811,151732,1279079,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-02.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-02.webp,1520001,162840,1357161,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-03.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-03.webp,1322830,120344,1202486,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-04.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-04.webp,1422043,143790,1278253,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-05.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-05.webp,1145466,96494,1048972,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-06.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-06.webp,1309123,120184,1188939,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-07.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-07.webp,1618737,175300,1443437,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-08.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-08.webp,1130691,97968,1032723,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-09.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-09.webp,1395062,133672,1261390,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-10.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-10.webp,1549192,163292,1385900,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-11.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-11.webp,1292687,122014,1170673,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-12.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-12.webp,1347309,131802,1215507,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-13.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-13.webp,1478071,153204,1324867,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-14.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-14.webp,1423701,130596,1293105,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-15.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/Session 36-15.webp,1429300,141290,1288010,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/session-36-vordakai-s-end-16.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/session-36-vordakai-s-end-16.webp,2232458,101026,2131432,converted,
assets/world-anvil/screenshots/Session 36 - Vordakai S End/session-36-vordakai-s-end-17.png,assets/world-anvil/screenshots/Session 36 - Vordakai S End/session-36-vordakai-s-end-17.webp,2944884,206058,2738826,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-01.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-01.webp,766548,95240,671308,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-02.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-02.webp,784965,95634,689331,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-03.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-03.webp,738014,90480,647534,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-04.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-04.webp,729019,86872,642147,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-05.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-05.webp,686147,76582,609565,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-06.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-06.webp,713521,84514,629007,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-07.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-07.webp,743721,85496,658225,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-08.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-08.webp,683418,72724,610694,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-09.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-09.webp,743661,86052,657609,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-10.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-10.webp,749615,87420,662195,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-11.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-11.webp,816035,105058,710977,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-12.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/Session 37-12.webp,739875,84188,655687,converted,
assets/world-anvil/screenshots/Session 37 - A Year of Peace/session-37-a-year-of-peace-13.png,assets/world-anvil/screenshots/Session 37 - A Year of Peace/session-37-a-year-of-peace-13.webp,3513865,352796,3161069,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-01.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-01.webp,1061587,124962,936625,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-02.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-02.webp,912425,96072,816353,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-04.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-04.webp,1307486,103276,1204210,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-05.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-05.webp,1312997,113962,1199035,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-06.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-06.webp,1452229,140804,1311425,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-07.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-07.webp,1223504,111418,1112086,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-08.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-08.webp,1206481,106544,1099937,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-09.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-09.webp,1175262,102014,1073248,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-10.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-10.webp,1457837,153464,1304373,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-11.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-11.webp,1529390,148016,1381374,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-12.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-12.webp,1571340,161864,1409476,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-13.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-13.webp,1437138,129560,1307578,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-14.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-14.webp,1869877,217434,1652443,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-15.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-15.webp,1663110,173846,1489264,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-16.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-16.webp,1786582,199880,1586702,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-17.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-17.webp,1579340,157834,1421506,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-18.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-18.webp,1730502,187786,1542716,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-19.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-19.webp,1807132,207474,1599658,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-20.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-20.webp,1707018,199586,1507432,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-21.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-21.webp,1802568,203368,1599200,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-22.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-22.webp,1461267,141094,1320173,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-23.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-23.webp,1579391,164028,1415363,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-24.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-24.webp,1582860,164402,1418458,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-25.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-25.webp,1525525,151180,1374345,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-26.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-26.webp,1623416,172990,1450426,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-27.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-27.webp,1502241,151910,1350331,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-28.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/Session 38-28.webp,1560332,168278,1392054,converted,
assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/session-38-the-fall-of-m-botuu-29.png,assets/world-anvil/screenshots/Session 38 - The Fall of M Botuu/session-38-the-fall-of-m-botuu-29.webp,2829021,199654,2629367,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-01.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-01.webp,2709758,95940,2613818,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-02.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-02.webp,2081957,138950,1943007,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-03.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-03.webp,2150698,152148,1998550,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-04.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-04.webp,2011510,124712,1886798,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-05.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-05.webp,2250379,201334,2049045,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-06.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-06.webp,2022500,125700,1896800,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-07.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-07.webp,2133822,176574,1957248,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-08.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-08.webp,2101939,149014,1952925,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-09.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-09.webp,670413,61114,609299,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-10.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-10.webp,1032250,118938,913312,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-11.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-11.webp,1004176,116776,887400,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-12.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-12.webp,1263585,112546,1151039,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-13.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-13.webp,1296719,118566,1178153,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-14.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-14.webp,890878,88556,802322,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-15.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-15.webp,1354971,119004,1235967,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-16.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-16.webp,1682856,189982,1492874,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-17.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-17.webp,1506962,156638,1350324,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-18.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-18.webp,1463930,148052,1315878,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-19.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-19.webp,1666005,189990,1476015,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-20.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-20.webp,1513053,161870,1351183,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-21.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-21.webp,1541281,151448,1389833,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-22.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-22.webp,1758890,189526,1569364,converted,
assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-23.png,assets/world-anvil/screenshots/Session 39 - The Fall of Talon Peak/Session 39-23.webp,1767157,195730,1571427,converted,
