old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-17.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-17.webp,2487028,216048,2270980,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-18.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-18.webp,2263509,158208,2105301,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-23.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/Session 51-23.webp,2809235,208096,2601139,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-19.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-19.webp,4744970,691172,4053798,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-20.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-20.webp,4744970,652340,4092630,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-21.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-21.webp,4749139,656192,4092947,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-22.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-22.webp,4317287,570980,3746307,converted,
assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-24.png,assets/world-anvil/screenshots/Session 51 - Storms on the Western Horizon/session-51-storms-on-the-western-horizon-24.webp,2760755,194774,2565981,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-02.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-02.webp,8627647,325260,8302387,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-03.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-03.webp,8139651,287852,7851799,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-04.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-04.webp,8769941,337048,8432893,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-05.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-05.webp,9048773,351132,8697641,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-06.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-06.webp,8665669,322722,8342947,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-07.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-07.webp,7662888,299204,7363684,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-08.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-08.webp,7612154,234564,7377590,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-09.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-09.webp,7830841,283852,7546989,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-10.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-10.webp,8168174,271762,7896412,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-11.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-11.webp,6651510,183132,6468378,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-12.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-12.webp,7812653,338844,7473809,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-13.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-13.webp,7112191,298318,6813873,converted,
assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-14.png,assets/world-anvil/screenshots/Session 52 - The Abbey of Broken Bells/Session 52-14.webp,8168094,333520,7834574,converted,
